item_id,sku_code,category_id_array,category_product,product_name,category_name,brand_name,sale_price,list_price,discount_percentage,average_rating,total_reviews,sold_quantity,estimated_revenue,shop_name,shop_location
780176631,780176631_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Combo 12 hộp Kem trắng đẹp liền tẩy nám tàn nhang vết nhăn lót che khuyết điểm Zale Plus White Thái Lan,skincare,No Brand,95000,125000,24,4.8,41,207,19665000,MP Xinh,Vietnam
2393026015,2393026015_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Dưỡng Trắng da Images V7 Toning Light,skincare,No Brand,56100,107000,48,5,4,27,1514700,GIA DỤNG NDT,Vietnam
2622424541,2622424541_VNAMZ,"[""4405"",""4611"",""4612"",""6999""]",4612,"Kem che khuyết điểm 3 màu DIKALU che phủ nám tàn nhang, mụn thâm, quầng thâm, rãnh mắt, da không đều màu DKL-56",skincare,No Brand,22700,31800,28,4.8,139,1149,26082300,YoonnaShop.Selection,Vietnam
2328172468,2328172468_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Boltushka bio propeller imusuno 25ml Russian high speed anti acne serum repair skin,skincare,Propeller,89000,155000,43,0,0,5,445000,HP Beauty Store,Vietnam
1465500947,1465500947_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Thai Fairy Ginseng Cream for Skin Whitening - Denni Cosmetics,skincare,No Brand,12500,15000,17,5,48,478,5975000,DENNI STORE - Cửa Hàng Mỹ Phẩm,Vietnam
2656752436,2656752436_VNAMZ,"[""4405"",""2277"",""2285""]",2285,SET 2 Kem Chống Nắng Nâng Tone Cho Da Khô Da Dầu Mụn SPF 50+ PA++++ Bảo Vệ Da Nhạy Cảm Chống Tia UV LAMEILA 30G MICOMI Cosmetics,skincare,No Brand,26900,37700,28,4.9,96,328,8823200,MICOMI Cosmetics.Selection,Vietnam
2266997005,2266997005_VNAMZ,"[""4405"",""2277"",""2283""]",2283,The Ordinary Salicylic Acid 2% Solution BHA - Acne / Blemishes / Clogged Pores / Blackheads / Exfoliant - 30ml,skincare,The Ordinary,59485,115840,49,4.9,167,802,47706970,QU Beauty,China
1613404613,1613404613_VNAMZ,"[""4405"",""2277"",""2283""]",2283,kem zale đỏ trắng da đẹp liền hủ 6g (lẻ),skincare,No Brand,8900,10000,11,4.8,24,379,3373100,shop mẹ rô 23,Vietnam
464354131,464354131_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Vi Dưỡng Ban Đêm Olay Regenerist 50g,skincare,Olay,349000,499000,30,4.9,124,829,289321000,Watsons,Vietnam
2566217294,2566217294_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Tinh Chất Kích Thích Mọc Râu Quai Nón Lông Mày Dưỡng Ẩm Da Nuôi Dưỡng Lỗ Chân Lông Sạch Mịn Màng 30ml,skincare,OEM,45000,90000,50,4.8,36,136,6120000,CHÍNH HANG - SIEU THI SUC KHOE VE DEP,Vietnam
1957178347,1957178347_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Miếng Dán Mụn Mayan Ultra Thin Spot 12 Miếng, 20 Miếng | Hasaki | Sản Phẩm Chính Hãng",skincare,Mayan,32000,35000,9,5,115,852,27264000,HASAKI BEAUTY,Vietnam
2270561788,2270561788_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Giảm Thâm Mụn SANTAGIFT SPF30 - Trắng sáng - Ức chế sắc tố - Chống nắng - 20g,skincare,No Brand,104000,197600,47,5,54,285,29640000,OTOKE COSMETIC,Vietnam
3055449212,3055449212_VNAMZ,"[""4405"",""2277"",""2283""]",2283,40/200 Chiế PE Hình Ngôi Sao Miếng Dán Mụn  Nhiều Màu Sắc Mụn Miếng Dán Có Túi Áp Dụng Đối Với Mọi Loại Da,skincare,No Brand,17500,34000,49,0,0,3,52500,Tinh hồng Shop,Vietnam
1787551728,1787551728_VNAMZ,"[""4405"",""2277"",""2283""]",2283,serum innisfree trà xanh the green tea seed,skincare,No Brand,129000,209000,38,5,3,10,1290000,SPA OL CELL CHÍNH HÃNG ,Vietnam
3225614436,3225614436_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"[Date December 11, 2026] Regenerating Essence with 5% Polythenol, Vitamin C & Adenosine, Rejuvenates, Whitens Skin, Fades Dark Spots and Melasma V&A Antioxidant Radiance Ampoule 50ml (Uk)",skincare,No Brand,189000,315000,40,5,1,1,189000,haineoshop1,Vietnam
1252269343,1252269343_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Mụn Pair Chấm Mụn Giảm Mụn Sưng Viêm Mờ Thâm Nhật Bản,skincare,OEM,139000,198000,30,5,81,390,54210000,MARIE JAPAN,Vietnam
2635845422,2635845422_VNAMZ,"[""4405"",""2277"",""2291""]",2291,COMBO 10 Mặt Nạ B5 Repair Vitamin Phục Hồi Da Cấp Ẩm Giảm Sưng Mụn Đỏ Làm Dịu Dưỡng Trắng Da Mask Giấy Đắp Mặt MICOMI Cosmetics,skincare,No Brand,38600,50200,23,5,201,1496,57745600,MICOMI Cosmetics.Selection,Vietnam
2424132177,2424132177_VNAMZ,"[""4405"",""2277"",""2284""]",2284,Xịt Khoáng Vitamin C BIOAQUA 100ml Sáng Da Và Giảm Thâm Nám Da Căng Mướt A227,skincare,No Brand,26400,37000,28,4.9,484,1214,32049600,YoonnaShop.Selection,Vietnam
2394260736,2394260736_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"The Originote Skin Recovery Serum Moisturizes Facial Skin, Reduces Acne, Improves Skin Barrier Protection, Essence 20ml",skincare,The Originote,85000,129000,34,5,32,116,9860000,The Originote VN,Vietnam
611112633,611112633_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem dưỡng trắng da Meiduzi Nhật bản ban ngày tem check BCA,skincare,MEIDUZI,102000,170000,40,4.9,422,3103,316506000,Shopđẹp24h chuyên hàng chính hãng,Vietnam
3140899902,3140899902_VNAMZ,"[""4405"",""4948"",""10100738""]",10100738,Bộ Chăm Sóc Da Hoa Mận LAIKOU Nhật Bản - 5 Sản Phẩm Dành Cho Hydrat Hóa Làm Sáng Màu Da Và Bảo Vệ Tuổi,skincare,Laikou,73600,95700,23,0,130,2534,186502400,LAIKOU.Selection,Vietnam
321958909,321958909_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem mụn sẹo rỗ thâm trắng da giảm nhờn chống nắng - Kem Hương Thảo Mộc 15g - Mỹ phẩm Mộc Lan,skincare,Hương Thảo Mộc,72700,139000,48,4.9,490,2101,152742700,Mỹ Phẩm Mộc Lan,Vietnam
2307726625,2307726625_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Set 5 Gói Dưỡng Dùng Thử DR CELL,skincare,Dr Cell,25000,35000,28,5,4,61,1525000,Mỹ Phẩm Dr Cell VN,Vietnam
2067057223,2067057223_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Tinh Chất  tế bào gốc EELHOE  Căng Bóng Trắng Mịn da giúp da khỏe mạnh mìn màng 59ml,skincare,OEM,45000,75000,40,5,15,34,1530000,CHÍNH HANG - SIEU THI SUC KHOE VE DEP,Vietnam
466990008,466990008_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Senka Aqua Bright Serum in Cc Spf50+ Pa++++ 40g,skincare,SENKA,169000,244000,31,4.9,248,2935,496015000,Watsons,Vietnam
2367515097,2367515097_VNAMZ,"[""4405"",""2277"",""2283""]",2283,15% Refund - [Genuine] Phuong Anh Yody White Skin Whitening and Recovery Serum,skincare,No Brand,165000,300000,45,5,52,313,51645000,MỸ PHẨM ĐỒNG NAI NP,Vietnam
2312925747,2312925747_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Gotu Kola Acne Treatment Reduces Acne Inflammation, Swelling, Redness, Warts, Pimples, Acne, Soft Grass 10Gr",skincare,CỎ MỀM,175000,0,0,5,429,1583,277025000,Cỏ Mềm Official,Vietnam
2242139598,2242139598_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Cao lá nam diếp cá đen đặc GÔM NHÂN MỤN SAU 1 NGÀY SỬ DỤNG SẠCH MỤN THÂM NÁM DƯỠNG TÁI TẠO TRẮNG SÁNG NHANH CHÓNG,skincare,No Brand,45800,87100,47,4.9,43,304,13923200,THẢO DƯỢC TÁI TẠO DA MATCHA,Vietnam
707660121,707660121_VNAMZ,"[""4405"",""2277"",""2283""]",2283,[HCM]Bộ Kem Nám Tàng Nhang Và Sạm Da Yanhee Thái Lan ( màu đỏ),skincare,Yanhee,138000,188000,27,5,2,30,4140000,MYPHAMTUYEN.NET,Vietnam
323192140,323192140_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem nám sạm dưỡng trắng da mặt giúp cải tạo làn da mới - Kem Hương Thảo Mộc 15g - Mỹ phẩm Mộc Lan,skincare,Hương Thảo Mộc,72700,139000,48,4.9,323,1325,96327500,Mỹ Phẩm Mộc Lan,Vietnam
1854351250,1854351250_VNAMZ,"[""4405"",""2277"",""10100737""]",10100737,Gel Dưỡng I'm from Cho Mọi Loại Da Vitamin Tree Water Gel 75g Hasaki Sản phẩm chính hãng,skincare,I'M FROM,424000,595000,28,5,50,222,94128000,HASAKI BEAUTY,Vietnam
2435700611,2435700611_VNAMZ,"[""10100869"",""4741"",""6782"",""2379""]",6782,"Miếng dán giảm mụn cóc, giảm mụn cơm, Miếng dán giảm trai chân cực kì hiệu quả (hộp màu xanh),  Mụn cóc, Mụn cơm tấm dán mụn, Corn Removal Plaster - Loki care",skincare,No Brand,28000,40000,30,4.7,6,50,1400000,Loki Home,Vietnam
2394316671,2394316671_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Serum giảm mụn dịu da The Originote Tinh chất dưỡng ẩm cải thiện kết cấu da dung với 2.5% Salicylic Acid 20ml,skincare,The Originote,85000,129000,34,4.9,40,145,12325000,The Originote VN,Vietnam
1690086664,1690086664_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"[ HOÀN TIỀN 15% ]  KEM  đông y nhân sâm tái tạo mạnh XÓA SẠCH MỤN, THÂM, NÁM, TÀN NHANG HIỆU QUẢ HỦ 25GR oval 1.1",skincare,No Brand,189000,320000,41,4.9,58,326,61614000,THẢO DƯỢC TÁI TẠO DA MATCHA,Vietnam
1543167146,1543167146_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem dưỡng trắng da mặt dưỡng ẩm se khít lỗ chân lông chống nắng - Kem Nano White 15g - Mỹ Phẩm Mộc Lan,skincare,Nano White,50400,95800,47,5,142,830,41832000,Mỹ Phẩm Mộc Lan,Vietnam
2066823943,2066823943_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Dưỡng Ẩm Cetaphil Làm Mềm Da Cho Mặt Và Toàn Thân Face & Body Moisturizing Cream Hasaki Sản Phẩm Chính Hãng,skincare,Cetaphil,303000,0,0,5,41,178,53934000,HASAKI BEAUTY,Vietnam
1322925236,1322925236_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Lot of 12 O'Clock Thai Golden Ginseng Ice Cream,skincare,No Brand,75000,0,0,5,1,19,1425000,Kho Sỉ Mỹ Phẩm Thu Trang,Vietnam
1938327153,1938327153_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Phuong Anh High-Quality Skin Regeneration Serum Without Redness,skincare,YODY WHITE PHƯƠNG ANH,190000,275000,31,4.8,16,78,14820000,Ninh  Store,Vietnam
3075117522,3075117522_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Biona Kem Nghệ Mụn Thâm Sẹo 3g,skincare,Biona,18000,0,0,5,12,114,2052000,Ka minishop,Vietnam
2472441832,2472441832_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Gel Xóa Sẹo LANBENA Chuyên Sâu – Giảm Thâm Mụn, Vết Rạn Da, Sẹo Lồi, Dưỡng Da Mềm Mịn, Đều Màu",skincare,No Brand,50600,65800,23,5,429,1528,77316800,ddddVN.Selection,Vietnam
2226493856,2226493856_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Kem Dưỡng Hỗ Trợ Trắng Da , Nâng Tông Tự Nhiên, Forencos dành cho Ban Ngày và Ban Đêm 50ml",skincare,Forencos,525000,1000000,48,5,79,325,170625000,Forencos Hàn Quốc,Vietnam
2976641006,2976641006_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"KEM MỤN LILYS WHITE 16G, SỮA RỬA MẶT TRẮNG DA NGỪA MỤN LILY WHITE 16G",skincare,No Brand,34000,0,0,5,1,3,102000,SHOP GIA SIEU SALE 3,Vietnam
1618632476,1618632476_VNAMZ,"[""4405"",""2277"",""2283""]",2283,[Chính hãng] Kem Dưỡng Kích Trắng Abutine 3c3 200g,skincare,No Brand,30250,0,0,4.9,271,2098,63464500,Milan shop hcm,Vietnam
1879977339,1879977339_VNAMZ,"[""4405"",""2277"",""2283""]",2283,(tặng kèm giảm sưng) Thảo dược cốt có bột nhân sâm Sunnary tái tạo da 30ml làm sạch hiệu quả mụn nám bong nhanh có sưng đỏ tái tạo mạnh nhanh,skincare,No Brand,30500,58000,47,4,7,44,1342000,THẢO DƯỢC TÁI TẠO DA MATCHA,Vietnam
599954632,599954632_VNAMZ,"[""4405"",""2277"",""10100737""]",10100737,[VC 15% tối đa 80K đơn 399K] Kem sáng da đa tầng ban ngày Pond's Bright Miracle mờ thâm sạm với 50X Niasorcinol 45G,skincare,Pond's,142000,164000,13,4.9,1311,5087,722354000,Unilever Chăm Sóc Vẻ Đẹp,Vietnam
1945454399,1945454399_VNAMZ,"[""4405"",""2277"",""2283""]",2283,[Loại Xịn] Serum gel tẩy nốt ruồi xóa mụn ruồi trên mặt tàn nhang mụn cóc mụn thịt  mụn cơm mắt cá tại nhà an toàn và gel mờ sẹo Kem ngăn sẹo nga kem ngừa sẹo lồi thâm sẹo rỗ lâu năm các loại sẹo mụn.TRÂU REMOVE EVER,skincare,No Brand,54800,91800,40,4.8,329,897,49155600,Helen Helenen,Vietnam
3140952505,3140952505_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Bộ chăm sóc da VIBRANT GLAMOUR ANNIES với toner/ serum/ kem dưỡng da mặt retinol phục hồi kết cấu da không đồng đều/ mờ,skincare,No Brand,45800,59600,23,0,47,3079,141018200,ddddVN.Selection,Vietnam
2119588250,2119588250_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Tinh chất tái tạo da đa tầng hết mụn, nám, tàn nhang làm đầy sẹo rỗ và se khít lỗ chân lông 50ml",skincare,OEM,290000,350000,17,4.8,24,82,23780000,CHÍNH HANG - SIEU THI SUC KHOE VE DEP,Vietnam
1613314886,1613314886_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Serum Compliment 2% Bha Hyaluronic Acid B5 5% Vitamin C 20% Azelaic Cleansing Acne Reduction Whitening 27ml,skincare,COMPLIMENT,79000,139000,43,5,787,3642,287718000,UKmartvn,Vietnam
1536557753,1536557753_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Cao La Nam Eliminates All Types of Acne at the Root, Fades Dark Spots, Is Safe and Benign.",skincare,No Brand,32000,50000,36,4.9,159,1181,37792000,Mỹ Phẩm Thiên Nhiên CLN,Vietnam
1584778071,1584778071_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"(Chính Hãng) Kem Khử Nám MYDA -B Thái Lan tuýp 15 - 25 gram Chuyên Khử Nám , Tàn Nhang Hiệu Quả",skincare,No Brand,45000,90000,50,4.8,16,128,5760000,ThiênPhúcAnh Shop,Vietnam
3231359898,3231359898_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Skin Whitening Cream, Freckle Removal Cream, Moisturizing, Facial Whitening Essence and Melasma Removal, Skin Brightening Care",skincare,No Brand,79800,100000,20,0,0,0,0,Mỗi ngày Xinh đẹp,Vietnam
2746370608,2746370608_VNAMZ,"[""4405"",""2277"",""10100737""]",10100737,[Chính Hãng_Tặng Kèm 1 Vỉ Vitamin E] Kem sữa dưỡng truyền trắng rong nho Nhật Bản Las Beauty Skin Perfect Emulsion 50ml. Serum trắng da công nghệ nhật bản. Kem chống nắng the high 50ml. Sữa chống nắng.,skincare,No Brand,289000,390000,26,5,5,136,39304000,Ngọc Như Beauty,Vietnam
2592318425,2592318425_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Tinh Chất Rau Má Skin Centela Serum 100ml,skincare,No Brand,85000,0,0,5,3,13,1105000,XUONG MAY XUAN NGAN,Vietnam
791384008,791384008_VNAMZ,"[""4405"",""2277"",""2283""]",2283,[ Cam Kết Chính Hãng ] BACH HOA HONG CAO CẤP 100ML MẪU MỚI,skincare,No Brand,245000,0,0,4.9,164,944,231280000,Bách Hóa BK Shop,Vietnam
2288739289,2288739289_VNAMZ,"[""4405"",""2277"",""2284""]",2284,"Toner Dưỡng Ẩm Làm Sáng Da, Cải Thiện Làn Da Khô Sạm Xỉn Màu, Mờ Vết Thâm Và Ngăn Ngừa Mụn",skincare,OEM,76500,102000,25,4.9,88,217,16600500,Sức Khỏe Và Sắc Đẹp Tươi Trẻ,Vietnam
1864500336,1864500336_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Serum Vitamine E ROUSHUN Thần Dược Của Da Tác Dụng Dưỡng ẩm Chống Lão Hóa Xóa Mờ Nám Tàn Nhang Giúp Da Trẻ Đẹp Trắng Sáng,skincare,OEM,115000,190000,39,4.9,139,594,68310000,Sức Sống Mới - Vẻ Đẹp Và Sức Khỏe,Vietnam
2910292152,2910292152_VNAMZ,"[""4405"",""2277"",""2288""]",2288,Bộ Sản Phẩm Dưỡng Da Thuần Chay Phục Sinh BEATIZZA Dưỡng Trắng Da Cấp Ẩm Tức Thì Loại Bỏ Vết Nám Thâm Sạm Tàn Nhanh Chống Lão Hóa Và Chảy Xệ Da,skincare,OEM,105000,210000,50,0,0,2,210000,Sức Sống Mới - Vẻ Đẹp Và Sức Khỏe,Vietnam
886838433,886838433_VNAMZ,"[""4405"",""2277"",""10100734"",""10100735""]",10100734,MABREM Kem dưỡng mắt với peptide collagen chống nhăn chống lão hóa dưỡng ẩm giảm quầng thâm - INTL,skincare,MABREM,69000,144000,52,4.9,875,4246,292974000,MABREM Official Store,China
1932372821,1932372821_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Kem Dưỡng Da Dragon Blood Cream Xóa Nám, Mờ Tàn Nhang, Hiệu Quả Sau 28 Ngày Sử Dụng 10g",skincare,OEM,50000,100000,50,4.8,306,1649,82450000,CHÍNH HANG - SIEU THI SUC KHOE VE DEP,Vietnam
2190538604,2190538604_VNAMZ,"[""4405"",""4956"",""4762"",""14367"",""14502""]",4762,"VSEA Charming Perfume Hand Cream Moisturizes and Moisturizes without clogging pores, Prevents Aging, Rejuvenates the Skin",skincare,VSEC,17400,40000,56,4.9,851,4219,73410600,SAP Collection,Vietnam
1717872639,1717872639_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem dưỡng trắng Face A Mẫu mới,skincare,No bland,63800,0,0,4.4,10,61,3891800,Chuyên sỉ Thiên Đức,Vietnam
3196040434,3196040434_VNAMZ,"[""4405"",""2277"",""2288""]",2288,Hanhoo（韩后） | Hydrating Brightening Moisturizing Mask 5 Pieces,skincare,Hanhoo（韩后）,52000,435000,88,4.9,229,35,1820000,HANHOO,China
3187081238,3187081238_VNAMZ,"[""4405"",""4956"",""4762"",""14367"",""14502""]",4762,【Free shipping for orders over 50K】Kem dưỡng da tay Gardenia Tinh dầu thơm Vitamin E Urea Dưỡng ẩm dưỡng ẩm Kem dưỡng da tay Gardenia,skincare,IIYBC,4000,8000,50,4.9,9,33,132000,IIYBC,China
262686663,262686663_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem nám tàn nhang đồi mồi dưỡng trắng da mặt chống nắng và chống lão hóa - Kem Nano White 15g - Mỹ Phẩm Mộc Lan,skincare,Nano White,50400,95800,47,4.9,2755,12709,640533600,Mỹ Phẩm Mộc Lan,Vietnam
1539430165,1539430165_VNAMZ,"[""4405"",""2277"",""2283""]",2283,LAIKOU Vitamin C Serum Remove Dark Spots Brightening VC Whitening Essence 30ml,skincare,Laikou,99000,118000,16,5,91,157,15543000,LAIKOU Official Store,China
3165097806,3165097806_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Miếng Dán Hỗ Trợ Giảm Mụn Ban Đêm Lanbena Cao Cấp,skincare,Lanbena,79000,130000,39,5,11,54,4266000,Lanbena Beauty,Vietnam
779204699,779204699_VNAMZ,"[""4405"",""2277"",""2283""]",2283,[HCM]SỈ NGUYÊN LỐ 24 HỘP KEM ZALE WHITE THÁI LAN,skincare,No Brand,131000,234000,44,4.7,6,29,3799000,myphamvina.net,Vietnam
2658505248,2658505248_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Tinh chất cấp nước, phục hồi da The Ordinary Hyaluronic Acid 2% + B5 30ML",skincare,The Ordinary,188000,300000,37,4.9,86,445,83660000,The Ordinary ,Vietnam
2024723015,2024723015_VNAMZ,"[""4405"",""2277"",""2283""]",2283,tinh chất sữa gạo non làm trắng da xóa mờ thâm sạm nám. hết nhăn vĩnh viễn. đen đến mấy cũng trắng BIOAQUA 15ml,skincare,OEM,39000,60000,35,4.9,215,1053,41067000,CHÍNH HANG - SIEU THI SUC KHOE VE DEP,Vietnam
2581132204,2581132204_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"(Lốc 10 Tuýp) Kem Khử Nám Clobet 25g Tàn Nhang, Giảm Mụn , Nấm Da",skincare,No Brand,155000,0,0,4.9,40,143,22165000,Shop Thiên Anh Chuyên Sỉ Mỹ Phẩm Thái,Vietnam
1484405650,1484405650_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Kem Dưỡng Trắng, Ngừa Mụn Nám, Tàn Nhang IQ Vitamin E Thái Lan ( kem IQ hồng )",skincare,No Brand,93000,139000,33,4.9,19,121,11253000,QUEEN Shop 02,Vietnam
1802748783,1802748783_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Dưỡng Trắng Da Sạch Nám Thái Lan IQ Vitamin E - 8g,skincare,No Brand,110000,136000,19,5,32,224,24640000,myphamvina.net,Vietnam
1375664562,1375664562_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem mụn yanhee thái lan,skincare,No Brand,115000,0,0,4.9,49,531,61065000,Shopmypham96,Vietnam
1703522618,1703522618_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem Giảm Mụn Cấp Tốc Nha Đam Herbal Acne Cream Meiyanqiong Hết Mụn Mờ Thâm Liền Sẹo Tái Tạo Trắng Da Mặt,skincare,OEM,110000,220000,50,4.9,157,703,77330000,Sức Sống Mới - Vẻ Đẹp Và Sức Khỏe,Vietnam
3165057449,3165057449_VNAMZ,"[""4405"",""2277"",""2291""]",2291,【10PCS】Set 10 Mặt Nạ Lanbena Chiết Xuất Trái Cây 25ml/gói,skincare,Lanbena,199000,300000,34,4.9,38,130,25870000,Lanbena Beauty,Vietnam
1049494221,1049494221_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Gel Lô Hội Aloe Vera Gel SADOER 40g, Dưỡng Ẩm, Kiểm Soát Dầu, Trẻ Hóa Làn Da, Mờ Thâm A120 (MỚI)",skincare,No Brand,23000,32000,28,4.9,428,2106,48438000,YoonnaShop,Vietnam
1663039808,1663039808_VNAMZ,"[""4405"",""2277"",""2283""]",2283,[CHÍNH HÃNG CAO CẤP] Kem Hoa Anh Đào Nhật Bản Dòng Cao Cấp Mẫu Mới,skincare,Sakura,245000,400000,39,4.9,36,116,28420000,Vinkas18,Vietnam
2421427132,2421427132_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Eelhoe Hydra B5 Pure Hyaluronic Acid Serum Anti Wrinkle Aging Facial Serum Deep Mositurzing Hydrating Repairing Fine Lines Wrinkles Soothing Repair Reduce Dryness Roughness Serum (50ml）,skincare,No Brand,99650,189000,47,4.9,175,508,50622200,Eelhoe Official Store,China
1201458072,1201458072_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Lốc 6 hủ kem dưỡng trắng da chống nắng Wleza 18g (Màu xanh) - 8938500249204 (2),skincare,No Brand,289000,0,0,5,19,77,22253000,Mỹ Phẩm Phú,Vietnam
3157807332,3157807332_VNAMZ,"[""4405"",""4956"",""4762"",""4763""]",4762,Moisturizing Aloe Vera Gel Moisturizing Sun Damage Repair Cream Soothing Aloe Vera Gel Skin Care Products,skincare,STAR FRUIT,16000,18000,11,5,3,9,144000,STAR FRUIT MALL,China
3025418705,3025418705_VNAMZ,"[""4405"",""2277"",""2291""]",2291,COMBO 3 Hộp Mặt Nạ Sủi Bọt Cà Rốt HANBOLI (Tổng 36 gói) Skincare A164,skincare,No Brand,37300,52300,28,5,8,36,1342800,YoonnaShop.Selection,Vietnam
762186922,762186922_VNAMZ,"[""4405"",""2277"",""2283""]",2283,[HCM]ONE TODAY - KEM DƯỠNG TRẮNG NGỪA TÀN NHANG - ĐỒI MỒI 8g,skincare,No Brand,59000,0,0,5,266,2046,120714000,Mỹ Phẩm_ MINH KHÔI,Vietnam
2096352603,2096352603_VNAMZ,"[""4405"",""2277"",""2283""]",2283,kem vitamin e naco (lẻ),skincare,No Brand,19900,21000,5,4.9,26,387,7701300,shop mẹ rô 23,Vietnam
1183896891,1183896891_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Meiduzi Red Daytime Cream with Bca Check Stamp,skincare,No Brand,102000,170000,40,5,97,782,79764000,Shopđẹp24h chuyên hàng chính hãng,Vietnam
1968804562,1968804562_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Miếng Dán Mụn Some By Mi 18 Miếng Clear Spot Patch Hasaki Sản Phẩm Chính Hãng,skincare,Some By Mi,73000,109000,33,5,50,373,27229000,HASAKI BEAUTY,Vietnam
2592202540,2592202540_VNAMZ,"[""4405"",""2277"",""2283""]",2283,DermaAngel Acne Patch For Day 12pcs 12g,skincare,DermaAngel,50000,0,0,5,14,144,7200000,Watsons,Vietnam
2066996672,2066996672_VNAMZ,"[""4405"",""2277"",""2283""]",2283,"Tinh Chất GoodnDoc Dưỡng Ẩm, Hỗ Trợ Phục Hồi Da 30ml Hasaki Sản Phẩm Chính Hãng",skincare,GoodnDoc,418000,490000,15,5,222,888,371184000,HASAKI BEAUTY,Vietnam
250618430,250618430_VNAMZ,"[""4405"",""2277"",""2283""]",2283,CHÍNH HÃNG Serum Tái Tạo Da 30ml Sắc Mộc Thiên,skincare,No Brand,179000,260000,31,4.8,827,5653,1011887000,linhtran0888803540,Vietnam
367250952,367250952_VNAMZ,"[""4405"",""2277"",""2283""]",2283,Kem ngừa mụn dưỡng trắng da mặt đa chức năng - Dew Today 5gr - Mỹ phẩm Mộc Lan,skincare,No Brand,67100,128000,48,4.9,282,1232,82667200,Mỹ Phẩm Mộc Lan,Vietnam
2649534631,2649534631_VNAMZ,"[""4405"",""2277"",""2291""]",2291,COMBO 10 Mặt Nạ Giấy Dưỡng Da Bơ Trái Cây Trắng Da Ngừa Mụn Cấp Ẩm Trẻ Hóa Da Mask Đắp Mặt Vitamin Nội Địa Trung MICOMI Cosmetics,skincare,SADOER,33700,47200,28,5,93,1099,37036300,MICOMI Cosmetics.Selection,Vietnam
1302429632,1302429632_VNAMZ,"[""4405"",""2277"",""2283""]",2283,[HCM]KEM DƯỠNG DA MEIDUZI NHẬT BẢN LOẠI 1 - ban ngày,skincare,No Brand,82000,106000,23,4.8,4,39,3198000,myphamvina.net,Vietnam
2962158436,2962158436_VNAMZ,"[""4405"",""2277"",""10100737""]",10100737,Gel lô hội Gel Nha Đam dưỡng ẩm 98% dưỡng ẩm giữ ẩm dịu nhẹ và không gây kích ứng làm dịu da dưỡng ẩm vùng mặt mờ sẹo mụn,skincare,No Brand,255000,510000,50,5,3,13,3315000,Summer Breeze,Vietnam
